valence,year,acousticness,artists_combined,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artist_count,artist_1,genre,anomaly
0.0188,1992,0.636,['Aphex Twin'],0.461,363920,0.999,0,0EK8vqmwSCqY5b7CemNc9I,0.961,5,0.0825,-12.8,0,Hedphelym,39,2/10/1992,0.24,124.915,1,Aphex Twin,Electronic,-1
0.0477,1994,0.994,['Aphex Twin'],0.278,531427,0.0333,0,4Rjz6GjnEtG9upOBj6vGKK,0.981,1,0.0928,-28.188,0,#7,39,3/7/1994,0.0341,72.045,1,Aphex Twin,Electronic,-1
0.111,1996,1.07e-06,['Burzum'],0.266,473307,0.742,0,2IPXLiYZh7UjY0R3JWRwM6,0.978,4,0.446,-8.462,1,Erblicket Die Tochter Des Firmaments,43,1/1/1996,0.0518,89.384,1,Burzum,website=Allmusic,-1
0.212,1998,0.88,['DMX'],0.412,60840,0.927,1,0gHzbuqS9K2AX3OKiwBLKX,0.0,4,0.576,-13.042,1,The Storm - Skit,37,5/1/1998,0.762,109.825,1,DMX,Hip hop,-1
0.106,2000,0.00309,['Queens of the Stone Age'],0.271,172533,0.966,1,48lIoKOJ9KOedV2PKgIfUT,0.101,5,0.757,-4.456,0,Tension Head,38,6/6/2000,0.113,93.066,1,Queens of the Stone Age,stoner rock,-1
0.141,2005,0.0411,['Kanye West'],0.722,78667,0.258,1,3zXhvJaLpxefYIxBE0cnB0,0.0,10,0.148,-19.633,0,Skit #4,43,8/30/2005,0.873,118.732,1,Kanye West,Hip hop,-1
0.807,2006,0.011,['J Dilla'],0.387,107293,0.761,1,5jZgeKeNDkx6vxad9duCR0,0.224,10,0.775,-9.68,0,Two Can Win,44,2/7/2006,0.41,185.182,1,J Dilla,Time Out,-1
0.125,2007,0.000322,['Alter Bridge'],0.157,199480,0.976,0,7JZ1zMaeb0U2uGM9PI7Ez8,0.000132,7,0.319,-4.569,0,Ties That Bind,43,1/1/2007,0.387,78.601,1,Alter Bridge,heavy metal,-1
0.223,2010,0.887,['Robin Williams'],0.585,324827,0.936,1,2ldwopQUfCiBeTG2kazF63,0.0,10,0.773,-8.764,1,"Fires, Weed And The Weather - Explicit Audio",44,3/26/2010,0.94,134.107,1,Robin Williams,improvisational comedy,-1
0.0334,2010,0.982,"['Gorillaz', 'Sinfonia ViVa']",0.107,69387,0.376,0,3s2f6XU5sJ6aqEe7GgDBta,0.905,4,0.347,-12.342,1,Orchestral Intro (feat. Sinfonia ViVA),50,3/3/2010,0.0397,161.42,2,Gorillaz,electronic,-1
0.0346,2011,0.993,['Bon Iver'],0.17,93360,0.0219,0,159ld20LzWoNcdk5HmPjjW,0.917,4,0.0873,-26.439,1,"Lisbon, OH",47,6/21/2011,0.0414,69.827,1,Bon Iver,website=AllMusic,-1
0.236,2011,0.776,['Daniel Tosh'],0.561,334680,0.96,1,5PiSY6VrudzjoDNlwBsDS3,0.0,1,0.69,-5.781,1,5,44,3/8/2011,0.93,88.824,1,Daniel Tosh,black comedy,-1
0.0322,2013,0.98,['Jeremy Soule'],0.133,237794,0.0297,0,63zmiYZRPVSRLoYXbqfLPv,0.956,9,0.0906,-29.885,0,Dawn,52,1/31/2013,0.044,88.834,1,Jeremy Soule,classical,-1
0.0387,2013,0.855,['C418'],0.115,296000,0.0534,0,36Cv84a2qCZarCdtTcMJnj,0.935,10,0.107,-26.575,0,Dead Voxel,51,11/9/2013,0.039,65.458,1,C418,Ambient,-1
0.0359,2013,0.899,['Jeremy Soule'],0.132,545268,0.0861,0,5K6HZ4t7rUb2VbZqmBPPfY,0.811,2,0.11,-24.863,0,Wind Guide You,52,1/31/2013,0.0429,71.243,1,Jeremy Soule,classical,-1
0.0385,2013,0.967,['Jeremy Soule'],0.0727,229501,0.0502,0,0lIDOHnoe4RJgm6rzowj6x,0.969,10,0.0757,-28.819,1,Tundra,52,1/31/2013,0.0401,78.152,1,Jeremy Soule,classical,-1
0.416,2015,0.665,['Kendrick Lamar'],0.567,727107,0.525,1,1WT11QmhZutciEv1NsHt1R,0.0,10,0.708,-9.043,0,Mortal Man,54,3/16/2015,0.75,86.935,1,Kendrick Lamar,Hip hop,-1
0.494,2017,0.142,['Kendrick Lamar'],0.357,118067,0.238,1,1n4jwRVXdkK2U34nBDUKKT,0.0859,8,0.55,-16.78,0,BLOOD.,60,4/14/2017,0.265,156.907,1,Kendrick Lamar,Hip hop,-1
0.0789,2018,0.0133,['21 Savage'],0.593,235232,0.632,1,4B8vU5oDXVxO5OkLAI4aLx,0.0,6,0.64,-5.381,0,out for the night - part 2,61,12/24/2018,0.541,173.369,1,21 Savage,Hip hop,-1
0.0703,2018,0.000897,['21 Savage'],0.879,288364,0.41,1,1uULQtJ8rbsX5TwjPpPc9Q,2.09e-05,8,0.108,-9.233,1,4L,60,12/21/2018,0.551,80.011,1,21 Savage,Hip hop,-1
0.623,2019,0.887,['Rod Wave'],0.668,111752,0.365,1,0Doa5K0ifq5RgdTWngqoYS,0.0,2,0.0763,-9.465,1,Chip On My Shoulder,59,11/1/2019,0.509,71.066,1,Rod Wave,Hip hop,-1
0.707,2020,0.301,['Jeremy Zucker'],0.778,174520,0.313,1,2b2LUjMx9LKwIARJf93Rbd,0.0,4,0.667,-9.288,1,not ur friend,71,4/17/2020,0.421,68.936,1,Jeremy Zucker,Pop,-1
0.654,2020,0.312,"['21 Savage', 'Metro Boomin']",0.427,70044,0.473,1,5UpXJ75CXod4PCoBQP6MAP,0.369,1,0.527,-11.104,1,Intro,67,10/2/2020,0.15,80.972,2,21 Savage,Hip hop,-1
0.842,1948,0.995,['Geeta Dutt'],0.733,165437,0.329,0,5dxNwWJkeKdYYOFMnze4ZT,0.913,8,0.188,-11.362,1,Bhabhi O Bhabhi,0,12/31/1948,0.456,120.446,1,Geeta Dutt,Classical,-1
0.655,1949,0.861,['Lead Belly'],0.509,244920,0.82,0,3KGD5x2TeYqXieS6qdKRsr,0.536,4,0.676,-6.281,1,Skip To My Lou,0,1/1/1949,0.559,100.845,1,Lead Belly,folk,-1
0.0,1949,0.0,['Sarah Vaughan'],0.0,6467,0.0,0,3lRVIn6D6EUbvkOgPZAU1H,0.0,0,0.0,-60.0,0,Pause Track,0,1/1/1949,0.0,0.0,1,Sarah Vaughan,traditional pop,-1
0.703,1958,0.499,"['Louis Prima', 'Sam Butera & The Witnesses']",0.647,200667,0.54,0,4G7ybufhQpjb4z34cUqF9R,0.0,0,0.98,-13.885,1,Greenback Dollar Bill - Live; 1999 - Remaster,9,5/1/1958,0.825,74.116,2,Louis Prima,swing,-1
0.12,1969,0.0854,['The Who'],0.153,471814,0.937,0,5xd48NbTyx29Y4GINdGOtf,0.0365,0,0.947,-5.946,1,"See Me, Feel Me / Listening To You - Live",24,5/23/1969,0.188,97.494,1,The Who,Rock,-1
0.193,1971,0.832,['Pink Floyd'],0.209,318027,0.238,0,0fkYBsUNltE3aqnNvMsY9O,0.857,2,0.365,-19.814,1,Cirrus Minor,25,5/14/1971,0.205,73.7,1,Pink Floyd,psychedelia,-1
0.201,1973,0.877,['Elvis Presley'],0.158,151573,0.183,0,1PjxLviXtTIxw65Giknu0C,0.857,11,0.76,-18.986,1,"I'll Remember You - Live at The Honolulu International Center, Hawaii January 14, 1973",30,2/4/1973,0.0343,177.707,1,Elvis Presley,pop,-1
0.474,1973,0.981,"['Oscar Peterson', 'Joe Pass', 'Niels-Henning Orsted Pedersen']",0.339,226667,0.14,0,2SCurcXhp10jup24oJtDoz,0.853,11,0.932,-27.464,0,Come Sunday - Live,29,1/1/1973,0.0783,78.165,3,Oscar Peterson,classical,-1
0.234,1975,0.817,['Richard Pryor'],0.429,222667,0.75,1,4A3jUB9WybsE3NHC852QZV,3.21e-06,6,0.682,-13.897,1,Black & White Life Styles - Remastered Version,22,1/1/1975,0.958,76.301,1,Richard Pryor,black comedy,-1
0.374,1975,0.757,['Richard Pryor'],0.475,55133,0.897,1,3VBiJf369yU3Uchs5Cdcrv,0.000433,1,0.715,-12.322,1,Black Man / White Woman - Remastered,21,1/1/1975,0.946,61.517,1,Richard Pryor,black comedy,-1
0.0299,1976,0.934,['The Alan Parsons Project'],0.113,422493,0.0281,0,1mlNVdkIe3R6Giwk88Smsf,0.289,7,0.435,-25.215,1,The Fall Of The House Of Usher: Prelude - 1987 Remix,30,5/20/1976,0.0391,79.265,1,The Alan Parsons Project,art rock,-1
0.046,1978,0.0229,['Siouxsie and the Banshees'],0.291,111600,0.088,0,5se0IMKESSaFGP3M3Imkp5,0.914,7,0.114,-20.127,1,Pure,28,11/13/1978,0.0353,82.836,1,Siouxsie and the Banshees,new wave,-1
0.136,1978,0.0164,['Thin Lizzy'],0.213,263093,0.919,0,0h0Se3RUx4hta6TBzjSOk6,0.605,1,0.885,-9.914,1,Emerald - Live,20,1/1/1978,0.102,120.527,1,Thin Lizzy,heavy metal,-1
0.254,1978,0.466,['Patti Smith'],0.328,92240,0.902,1,7g7O1LdjH4Zx57m7uPmbCq,0.0,9,0.904,-11.714,1,Babelogue,30,1/1/1978,0.809,72.321,1,Patti Smith,Paste,-1
0.0446,1981,0.0435,['Pink Floyd'],0.282,586520,0.701,0,1xdQpyQYjCI3kVDkr3dkQd,0.397,2,0.865,-12.633,1,Sheep,27,11/23/1981,0.103,134.162,1,Pink Floyd,psychedelia,-1
0.352,1982,0.805,['Eddie Murphy'],0.46,153133,0.358,1,0FUwOaWmHGMDMOU3eNBI2E,0.0,6,0.971,-23.64,1,Black Movie Theaters,24,1/1/1982,0.908,98.156,1,Eddie Murphy,musical comedy,-1
0.347,1982,0.831,['Eddie Murphy'],0.379,204840,0.869,1,18UMFbdFOrrjWkTV0qV12z,0.0,1,0.984,-11.367,0,Ice Cream Man,24,1/1/1982,0.697,109.951,1,Eddie Murphy,musical comedy,-1
0.187,1983,0.763,['Robin Williams'],0.625,81014,0.446,1,6wUiWvoNPTb9piUcRhGBpI,0.0,1,0.962,-22.411,1,Nicholson,21,1/1/1983,0.942,100.808,1,Robin Williams,improvisational comedy,-1
0.104,1983,0.832,['Robin Williams'],0.479,138315,0.534,1,7pfC8meSgsZzVOLoGJ7IiO,1.39e-05,10,0.866,-26.651,0,Jack,21,1/1/1983,0.918,79.5,1,Robin Williams,improvisational comedy,-1
0.261,1983,0.982,['Daniel Johnston'],0.376,92000,0.668,0,4ZrQAGpYMNvWAUp8M32iwQ,0.946,2,0.155,-20.33,1,Running Water,24,9/1/1983,0.512,115.079,1,Daniel Johnston,Outsider,-1
0.123,1983,0.831,['Robin Williams'],0.577,138606,0.64,1,1jXSkoKd7QytDl4Cy7Bp2p,0.00015,11,0.869,-21.889,0,Babies,21,1/1/1983,0.874,116.357,1,Robin Williams,improvisational comedy,-1
0.145,1983,0.875,['Robin Williams'],0.59,231265,0.47,1,5ahCO2m6xo5zoCxcTpv6qG,0.0,8,0.971,-21.012,0,Christopher,21,1/1/1983,0.927,110.127,1,Robin Williams,improvisational comedy,-1
0.3,1983,0.837,['Robin Williams'],0.592,192610,0.545,1,40eeKDZFyXXJ4nMuMGmOrM,3.12e-05,6,0.948,-20.408,1,Devils Dandruff,21,1/1/1983,0.897,125.352,1,Robin Williams,improvisational comedy,-1
0.198,1986,0.948,['Robin Williams'],0.526,196880,0.711,0,6aiiiE51wPUubn6GMMi7D2,0.0,10,0.733,-12.812,1,...And the Future - Live,23,4/11/1986,0.954,51.678,1,Robin Williams,improvisational comedy,-1
0.0329,1987,0.00932,['Ozzy Osbourne'],0.1,358307,0.991,0,5erWdobFOCwtVIzNvbLhY9,0.0187,2,0.927,-4.753,1,Children of the Grave - Live 1981,31,3/19/1987,0.145,79.188,1,Ozzy Osbourne,Heavy metal,-1
0.0421,1987,0.83,['U2'],0.261,125345,0.293,0,0g0jbM2QWWDZzWsR0TuqHa,0.721,9,0.74,-13.238,0,October - Live,37,3/3/1987,0.0329,127.702,1,U2,Rock,-1
0.782,1989,1.4e-05,['Red Hot Chili Peppers'],0.383,776200,0.899,1,1AULmzSiIcyG0OVYKWYOEw,0.829,0,0.417,-5.129,1,Song That Made Us What We Are Today,34,8/16/1989,0.0547,166.408,1,Red Hot Chili Peppers,funk metal,-1
0.0366,1989,0.963,['Danny Elfman'],0.111,111000,0.0169,0,5ITTcBNXEXhuMwUPOMG691,0.939,9,0.0765,-29.501,1,Flowers,29,8/8/1989,0.0366,79.501,1,Danny Elfman,pop,-1
0.224,1990,2.47e-06,['Gwar'],0.326,244273,0.883,1,6M1IN1MBLD5BL8JUCEnJMJ,0.67,1,0.172,-10.313,1,Maggots,28,1/8/1990,0.231,122.618,1,Gwar,heavy metal,-1
0.139,1990,0.798,['George Carlin'],0.458,150133,0.834,1,4DM3VKYknvcnkCK4efCYmA,0.0,6,0.76,-13.217,1,Some People Are Stupid,28,11/20/1990,0.89,57.15,1,George Carlin,character comedy,-1
0.0808,1994,1.58e-06,['Bolt Thrower'],0.129,290240,0.952,0,5ZZqPBNUHwGYVKS6ucjjNH,0.827,8,0.0317,-7.295,1,For Victory,39,1/1/1994,0.0959,81.444,1,Bolt Thrower,death-doom,-1
0.0383,1995,0.000821,['Pink Floyd'],0.361,150267,0.0851,0,7wAUJ2BbuEI8Yd55cUBXtp,0.391,1,0.625,-32.574,1,Speak to Me - Live,41,1/1/1995,0.0981,99.798,1,Pink Floyd,psychedelia,-1
0.268,1995,0.254,['Three 6 Mafia'],0.621,285600,0.973,1,27ruZRRrJomRQZyCEfi5TU,0.0,2,0.26,-7.395,1,Sweet Robbery,35,5/9/1995,0.559,216.538,1,Three 6 Mafia,Memphis rap,-1
0.874,1995,0.748,['Mobb Deep'],0.671,66333,0.167,1,29Wtd44rwt8wFimq3SQEx5,0.0,9,0.189,-19.469,1,(Just Step Prelude),39,4/25/1995,0.728,95.933,1,Mobb Deep,gangsta rap,-1
0.3,1995,0.00011,['Marilyn Manson'],0.464,211600,0.997,1,5VYVcGgRxhz39ujXLRB42p,0.197,4,0.972,-4.659,0,Rock 'N' Roll Nigger,33,1/1/1995,0.0872,90.98,1,Marilyn Manson,industrial rock,-1
0.118,1996,0.00168,['Mushroomhead'],0.255,374453,0.748,1,2TCjqF298pfdoQZaTR92FJ,0.607,2,0.145,-7.283,1,Bwomp,36,9/13/1996,0.0631,140.548,1,Mushroomhead,nu metal,-1
0.0647,1996,0.00122,['Pantera'],0.402,273800,0.993,1,02r2PCS9ayW0i45hgrJsHI,0.000828,1,0.84,-3.887,1,The Underground in America,37,5/3/1996,0.238,92.458,1,Pantera,heavy metal,-1
0.135,1996,0.609,['DJ Shadow'],0.494,377400,0.931,0,4lYBuSINhkqFz2cHT4tJ3u,0.793,8,0.361,-3.454,0,What Does Your Soul Look Like - Pt. 1 / Blue Sky Revisit,38,1/1/1996,0.326,155.924,1,DJ Shadow,abstract hip-hop,-1
0.0782,1997,0.192,['Moodymann'],0.686,485307,0.634,1,2PmT3D5xmvVzZCf11L2ifX,0.858,2,0.152,-10.287,0,I Can't Kick This Feeling When It Hits,45,11/14/1997,0.0559,119.934,1,Moodymann,House,-1
0.213,1998,0.469,['DMX'],0.717,152133,0.186,1,4Vp7PokYymcoThbUoA8sQX,0.0,0,0.46,-20.016,0,Prayer - Skit,35,5/1/1998,0.939,102.082,1,DMX,Hip hop,-1
0.412,1998,0.239,['Boards of Canada'],0.853,399493,0.318,0,3Jp9ys8LTCzv9jPe0t8fHB,0.83,1,0.123,-11.538,1,Rue The Whirl,40,4/20/1998,0.226,93.097,1,Boards of Canada,Electronic,-1
0.288,1998,7.65e-06,['Marilyn Manson'],0.436,257827,0.976,1,1mI12kERORxUPtlrQe0OMb,0.599,9,0.515,-7.161,1,Posthuman,41,9/14/1998,0.182,152.915,1,Marilyn Manson,industrial rock,-1
0.516,1999,2.94e-06,['Beastie Boys'],0.223,120267,0.986,1,1JaEF8ofVVnVPj2UuD2r4N,0.721,2,0.0733,-6.291,1,I Want Some,42,1/1/1999,0.0884,175.741,1,Beastie Boys,Hip hop,-1
0.383,1999,0.757,['George Carlin'],0.506,482667,0.932,1,3SZpbMpmQ4hwsYI0PZo1ak,0.0,2,0.521,-10.328,1,Airport Security,37,2/10/1999,0.925,83.215,1,George Carlin,character comedy,-1
0.129,1999,0.364,['Jimi Hendrix'],0.187,223480,0.988,0,3lpa6fzS3rSAbRogEhWxu7,0.818,4,0.798,-3.68,1,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969",39,7/6/1999,0.253,112.361,1,Jimi Hendrix,Rock,-1
0.597,2002,0.00018,['Otep'],0.249,243893,0.974,1,5t4raLj2HuARdxKoDefT57,0.909,1,0.138,-3.581,1,Blood Pigs,39,1/1/2002,0.0521,84.761,1,Otep,rap metal,-1
0.173,2006,0.0144,['Kid Rock'],0.31,348533,0.953,1,1pUWkxeWdLEAKX8HPGtzm0,1.54e-06,7,0.975,-3.7,1,Motherfucker Quite Like Me - Live,40,2/28/2006,0.185,143.941,1,Kid Rock,hip hop,-1
0.0376,2006,0.89,['Jeremy Soule'],0.0725,148428,0.165,0,4gscks7wiv5gpApcDX2GRi,0.938,0,0.2,-20.544,0,Glory of Cyrodiil,45,3/20/2006,0.043,76.381,1,Jeremy Soule,classical,-1
0.472,2006,0.375,['J Dilla'],0.536,99600,0.662,1,0j02Ya49k7gkbYy78yy3cF,0.466,10,0.444,-7.384,0,Last Donut Of The Night,43,2/7/2006,0.385,80.727,1,J Dilla,Time Out,-1
0.469,2009,0.876,['John Mulaney'],0.563,476987,0.789,0,05z0aLhasBpyJjUuEqBm2c,0.0,9,0.904,-6.463,1,Law and Order and Mr. Jerry Orbach,42,3/24/2009,0.919,81.958,1,John Mulaney,sketch comedy,-1
0.183,2010,0.863,['Robin Williams'],0.576,517200,0.968,1,2XxOwj801fKJlK5GMBJt8F,0.0,9,0.892,-7.48,1,"Bush, Cheney, And The Obamas - Explicit Audio",43,3/26/2010,0.931,141.154,1,Robin Williams,improvisational comedy,-1
0.199,2011,0.825,['Louis C.K.'],0.433,502320,0.958,1,42mW8YfRXATwhNDBBv0UqH,0.0,1,0.695,-5.769,0,Dumb Thoughts,44,1/10/2011,0.95,69.839,1,Louis C.K.,blue comedy,-1
0.173,2011,0.819,['Daniel Tosh'],0.489,356173,0.981,1,3ESxGLMBnrktn7ean4jEn0,0.0,5,0.947,-5.573,0,TWO,43,3/8/2011,0.947,88.422,1,Daniel Tosh,black comedy,-1
0.0377,2016,0.976,['James Newton Howard'],0.082,111126,0.0158,0,6e9OGvs2eyNWlJWoGBpabH,0.988,9,0.0855,-33.355,1,A Close Friend,59,11/18/2016,0.0466,170.441,1,James Newton Howard,rock,-1
0.0488,2017,0.354,"['21 Savage', 'Offset', 'Metro Boomin']",0.799,160320,0.381,1,3oxCefEI6Tc6Z6t20J4IvH,3.12e-06,1,0.135,-7.147,1,Disrespectful,59,10/30/2017,0.464,158.021,3,21 Savage,Hip hop,-1
0.531,2019,0.0552,['NLE Choppa'],0.865,129306,0.428,1,3ngpmF7yiqVMesqqGuepX1,0.0,1,0.307,-9.901,1,BIRDBOY,59,4/18/2019,0.853,123.163,1,NLE Choppa,Hip hop,-1
0.865,1949,0.996,['Geeta Dutt'],0.807,152173,0.156,0,3vApwYFNl6QmOKHhRxLIbn,0.928,11,0.107,-15.547,1,Kanuda Tari Morliye,1,1/7/1949,0.119,121.358,1,Geeta Dutt,Classical,-1
0.798,1949,0.995,"['Lata Mangeshkar', 'Chitalkar']",0.651,183990,0.195,0,4IfRQCGYnIsjCf0fTb7B00,0.899,6,0.111,-13.971,1,Chori Chori Tumse Mulaqat Huyi,0,12/31/1949,0.285,178.397,2,Lata Mangeshkar,classical,-1
0.7,1950,0.996,"['Geeta Dutt', 'Lata Mangeshkar']",0.573,197633,0.16,0,1p4VyPnPQiNdallpF42fkt,0.906,5,0.174,-13.365,1,Panghat Mein Na Jaiyo,0,12/31/1950,0.563,70.419,2,Geeta Dutt,Classical,-1
0.487,1951,0.992,['Lata Mangeshkar'],0.575,163500,0.239,0,31SN7HQUT9ApA5lceSQ8xm,0.883,5,0.808,-9.66,0,Meri Barbadiyon Par Muskurane,0,12/31/1951,0.0901,79.726,1,Lata Mangeshkar,classical,-1
0.352,1951,0.965,"['Mohammed Rafi', 'Asha Bhosle']",0.216,398659,0.947,0,3CY4YNQHzLo0anjlB55DSg,0.127,9,0.33,-8.278,1,Balle Balle Tusin Kithe,0,1/4/1951,0.374,73.52,2,Mohammed Rafi,Shabad,-1
0.542,1952,0.993,['Lata Mangeshkar'],0.48,187933,0.0905,0,2mvHfYpcSYXLa4e9ah1kGP,0.943,11,0.39,-22.243,1,Jiya Churaye Liye Jaye,0,1/1/1952,0.0834,70.285,1,Lata Mangeshkar,classical,-1
0.804,1954,0.944,['Pete Seeger'],0.539,26080,0.13,0,0i6sLB3pSTWqSKGcRsP4kw,0.938,7,0.266,-23.596,1,"Using This Method, And a Little",0,1/1/1954,0.22,131.487,1,Pete Seeger,Americana,-1
0.845,1954,0.955,['Lata Mangeshkar'],0.47,195093,0.384,0,0wGQO6aZ3sPfnYNWcI6ydH,0.889,4,0.292,-14.03,1,Tandana Tandana Tandana,0,12/31/1954,0.281,191.994,1,Lata Mangeshkar,classical,-1
0.184,1957,0.986,['Thelonious Monk'],0.548,584453,0.0431,0,7sDMv9aGwgScekUeQmGDFZ,0.921,10,0.0776,-21.549,1,Functional (take 1),6,1/1/1957,0.0662,70.618,1,Thelonious Monk,bebop,-1
0.0904,1957,0.978,['Thelonious Monk'],0.619,195827,0.00926,0,2TAgsOjMiVwjjOocWYUf33,0.942,2,0.0664,-20.554,1,I Should Care - Take 3,6,1/1/1957,0.08,79.365,1,Thelonious Monk,bebop,-1
0.379,1968,0.843,['Johnny Cash'],0.62,58293,0.477,0,0vA392AMBcDGpmGub0bSyj,0.0,1,0.911,-17.652,1,"June's Poem - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",20,5/2/1968,0.944,71.794,1,Johnny Cash,Country,-1
0.296,1968,0.254,['Elvis Presley'],0.234,881482,0.855,0,1v31NTZrnXnKv4vb1F2cqp,0.158,9,0.939,-10.168,0,"Medley: Lawdy, Miss Clawdy / Baby, What You Want Me to Do / Heartbreak Hotel / Hound Dog / All Shook Up / Can't Help Falling In Love / Jailhouse Rock / Love Me Tender - Live from the '68 Comeback Special",23,11/22/1968,0.257,140.88,1,Elvis Presley,pop,-1
0.568,1971,0.256,['The Rolling Stones'],0.328,686693,0.87,0,1XudeTABHeEFSMo0Nvuj7E,0.429,9,0.885,-4.573,1,Midnight Rambler - Live At The Roundhouse / 1971,25,4/23/1971,0.0818,146.586,1,The Rolling Stones,Rock,-1
0.0839,1972,0.809,['George Carlin'],0.314,966573,0.68,1,6IYOZYxknSUvYJVdAr6qaP,0.0,11,0.477,-21.277,0,Class Clown - Bi-Labial Fricative / Attracting Attention / Squeamish,20,4/1/1972,0.815,79.274,1,George Carlin,character comedy,-1
0.54,1973,0.332,['Neil Diamond'],0.284,378947,0.94,0,2pt96ni1QInw2tHkySgJU9,0.000381,9,0.975,-6.565,1,"Holly Holy - Live At The Greek Theatre, Los Angeles/1972",31,3/3/1973,0.371,181.451,1,Neil Diamond,Rock,-1
0.319,1975,0.792,['Richard Pryor'],0.42,113267,0.775,1,4DRrceRpu1iNfF8NmAEqdO,2.61e-06,2,0.973,-13.291,1,Exorcist - Remastered Version,21,1/1/1975,0.955,81.993,1,Richard Pryor,black comedy,-1
0.472,1975,0.936,['Tom Waits'],0.514,55800,0.558,0,45GumkTqdjmfLGazMye9KZ,2.19e-06,10,0.513,-13.85,1,Intro To Warm Beer And Cold Women,25,10/21/1975,0.929,74.044,1,Tom Waits,Experimental,-1
0.0717,1976,0.201,['The Alan Parsons Project'],0.112,159640,0.886,0,5eG8W1giHbczOjmCX8S5mY,0.963,4,0.37,-12.819,0,The Fall Of The House Of Usher: Arrival - 1987 Remix,30,5/20/1976,0.182,76.315,1,The Alan Parsons Project,art rock,-1
0.0329,1977,0.493,['The Alan Parsons Project'],0.191,202427,0.733,0,3H01R1DyCNYk4xLjnxR1uH,0.984,9,0.433,-13.757,1,Nucleus,27,6/1/1977,0.0986,124.732,1,The Alan Parsons Project,art rock,-1
0.563,1978,0.437,['The Rolling Stones'],0.382,191267,0.997,0,1AzlxOVJFR0KPO6eGmQiB8,0.95,9,0.617,-1.568,1,Lies - Remastered,20,6/9/1978,0.188,162.428,1,The Rolling Stones,Rock,-1
0.389,1979,0.842,['Robin Williams'],0.504,655592,0.526,1,665Y3VnwMXXiu0C9hNI9hl,2.5e-06,1,0.962,-20.955,1,Shakespeare (A Meltdowner's Nightmare),20,1/1/1979,0.935,95.052,1,Robin Williams,improvisational comedy,-1
0.386,1979,0.909,['Robin Williams'],0.56,262664,0.424,1,1pEg7g6jPOMqzJdGRfaJ8q,6.62e-06,1,0.616,-22.733,1,Grandpa Funk,20,1/1/1979,0.924,107.259,1,Robin Williams,improvisational comedy,-1
0.622,1979,0.857,['Robin Williams'],0.652,104768,0.29,1,6oDGRZxXxQFXjBXgKOX5JJ,0.0,1,0.295,-21.528,1,Hollywood Casting Session,20,1/1/1979,0.926,85.862,1,Robin Williams,improvisational comedy,-1
0.508,1979,0.802,['Robin Williams'],0.548,110991,0.482,1,7I9C2eICKkabhK0QbmjD3f,0.0,1,0.731,-19.134,1,Roots People,20,1/1/1979,0.957,89.502,1,Robin Williams,improvisational comedy,-1
0.229,1980,0.815,['Rodney Dangerfield'],0.524,1305000,0.71,1,4X9xxuP2iPW86rxcY3sEYc,0.0,5,0.367,-14.68,1,Son Of No Respect,20,1/1/1980,0.93,116.464,1,Rodney Dangerfield,observational comedy,-1
0.171,1982,0.859,['Eddie Murphy'],0.476,479173,0.441,1,4WdOVh0ophmLBHD4HO4RcL,0.0,6,0.846,-22.706,1,Myths / A Little Chinese,23,1/1/1982,0.897,116.246,1,Eddie Murphy,musical comedy,-1
0.419,1982,0.855,['Eddie Murphy'],0.548,118493,0.257,1,7AFirPJr4Eyk62YqbA5QAR,0.0,6,0.71,-23.836,1,Effrom,23,1/1/1982,0.93,86.749,1,Eddie Murphy,musical comedy,-1
0.22,1982,0.934,['Eddie Murphy'],0.506,191533,0.934,1,61kgUlOYDYwGF4ZoYNu6Ur,3.14e-06,1,0.651,-9.513,1,Boxers,22,1/1/1982,0.945,172.728,1,Eddie Murphy,musical comedy,-1
0.467,1983,0.993,['Daniel Johnston'],0.579,282280,0.391,0,2ICmO7SNL85kTurb3o5fd6,0.877,0,0.105,-13.865,1,No More Pushing Joe Around,23,9/1/1983,0.65,64.927,1,Daniel Johnston,Outsider,-1
0.374,1983,0.73,['Robin Williams'],0.655,154645,0.218,1,0zD7iOiJNWCjgNg5mj3xSf,0.0,8,0.382,-24.287,1,Newsboy,20,1/1/1983,0.926,78.465,1,Robin Williams,improvisational comedy,-1
0.171,1983,1.81e-05,['Bad Brains'],0.171,109467,0.995,0,4QuZoRlhPnEdK5RRP9XxKU,0.812,6,0.191,-8.669,1,How Low Can a Punk Get,23,1/1/1983,0.114,188.224,1,Bad Brains,alternative metal,-1
0.935,1985,0.32,"['Bryan Ferry', 'Todd Terje']",0.699,624933,0.785,0,1nzFHScRP5kTZNI2dboy7a,0.848,2,0.59,-13.119,1,Don't Stop The Dance - Todd Terje Remix,33,1/1/1985,0.0408,126.007,2,Bryan Ferry,glam rock,-1
0.035,1986,0.84,['Harold Budd'],0.115,434707,0.209,0,11WFSZWpWVd85FzOi1EMil,0.913,3,0.0878,-17.14,1,Flowered Knife Shadows,27,1/1/1986,0.0412,56.082,1,Harold Budd,Minimalism,-1
